epoch,loss,tf.compat.v1.squeeze_1_loss,tf.compat.v1.squeeze_loss,val_loss,val_tf.compat.v1.squeeze_1_loss,val_tf.compat.v1.squeeze_loss
0,206.51646423339844,104.29086303710938,102.22553253173828,190.7526092529297,96.98501586914062,93.76758575439453
1,181.87451171875,92.3930892944336,89.48140716552734,167.2699737548828,85.21566772460938,82.05431365966797
2,164.81886291503906,83.92243957519531,80.89640045166016,152.09544372558594,78.3364028930664,73.75904083251953
3,152.1020965576172,77.76264953613281,74.3394546508789,140.6747589111328,71.84760284423828,68.82716369628906
4,144.50218200683594,73.55028533935547,70.95191192626953,133.74819946289062,67.76428985595703,65.9839096069336
5,139.98013305664062,70.89581298828125,69.0842514038086,129.67750549316406,65.5752182006836,64.102294921875
6,136.5475311279297,69.1843490600586,67.36315155029297,124.0965347290039,63.314022064208984,60.78250503540039
7,133.5961456298828,67.83866119384766,65.75745391845703,121.47423553466797,62.2939338684082,59.180294036865234
8,131.20054626464844,66.79254913330078,64.40802764892578,118.45608520507812,60.87180709838867,57.58427429199219
9,129.2195587158203,65.85167694091797,63.367889404296875,116.7779541015625,60.42014694213867,56.35782241821289
10,127.57323455810547,65.1739273071289,62.3993034362793,114.39081573486328,59.23237228393555,55.158447265625
11,126.11483764648438,64.3924789428711,61.722354888916016,111.67547607421875,58.26353073120117,53.41194534301758
12,124.91354370117188,63.855926513671875,61.05759048461914,110.56983184814453,57.689483642578125,52.88035583496094
13,123.87759399414062,63.26241683959961,60.61516189575195,109.06867218017578,56.8763313293457,52.192325592041016
14,123.0024185180664,62.79658889770508,60.2058219909668,106.69335174560547,55.75410461425781,50.939239501953125
15,122.19940185546875,62.35951614379883,59.83986282348633,106.08264923095703,55.3408317565918,50.741825103759766
16,121.48729705810547,61.99784851074219,59.489437103271484,104.62588500976562,54.446102142333984,50.17978286743164
17,120.77220916748047,61.597900390625,59.17433166503906,105.07958221435547,54.64622116088867,50.433353424072266
18,120.14159393310547,61.3017692565918,58.839839935302734,103.96088409423828,54.090938568115234,49.86994934082031
19,119.5235366821289,60.90438461303711,58.61919021606445,102.65933990478516,53.418975830078125,49.2403678894043
20,119.04003143310547,60.658416748046875,58.38160705566406,101.89960479736328,52.6469841003418,49.252620697021484
21,118.46537017822266,60.323665618896484,58.141754150390625,101.55624389648438,52.401702880859375,49.1545295715332
22,118.05486297607422,60.11306381225586,57.9417724609375,100.68421173095703,51.81065368652344,48.87355041503906
23,117.70352935791016,59.937744140625,57.765804290771484,100.07524871826172,51.96892166137695,48.106327056884766
24,117.2435531616211,59.67951583862305,57.56407165527344,99.3074722290039,50.958740234375,48.3487548828125
25,116.76909637451172,59.403011322021484,57.366092681884766,98.96823120117188,51.30488967895508,47.6633415222168
26,116.42803955078125,59.23305130004883,57.19498062133789,98.7236099243164,51.008052825927734,47.7155647277832
27,116.0232162475586,59.005001068115234,57.01823043823242,98.3254623413086,50.899845123291016,47.42561721801758
28,115.68380737304688,58.805904388427734,56.877925872802734,97.649169921875,50.4748649597168,47.1743049621582
29,115.37664031982422,58.65436935424805,56.7223014831543,96.77630615234375,49.61598205566406,47.16032028198242
30,115.03633880615234,58.48065185546875,56.555660247802734,96.03813934326172,49.43479919433594,46.60332107543945
31,114.70140838623047,58.2716064453125,56.42983627319336,96.3298110961914,49.80128860473633,46.52851867675781
32,114.36067962646484,58.09884262084961,56.2618522644043,95.52721405029297,48.88975143432617,46.637451171875
33,114.0906982421875,57.96464538574219,56.12602615356445,95.35453033447266,49.47099685668945,45.88351821899414
34,113.78722381591797,57.82400894165039,55.96321105957031,94.54370880126953,48.68056106567383,45.863155364990234
35,113.54736328125,57.664920806884766,55.88240432739258,93.81369018554688,48.201045989990234,45.61264419555664
36,113.23246002197266,57.51884460449219,55.71359634399414,93.48245239257812,47.937713623046875,45.54472732543945
37,113.03192138671875,57.4066276550293,55.625274658203125,93.2395248413086,48.032527923583984,45.20699691772461
38,112.6609878540039,57.22981262207031,55.43118667602539,92.28271484375,47.39161682128906,44.891109466552734
39,112.49983978271484,57.09347915649414,55.40639114379883,92.07644653320312,47.83293533325195,44.24351501464844
40,112.27508544921875,56.9500732421875,55.32503128051758,91.90068817138672,47.11471176147461,44.78596878051758
41,112.02755737304688,56.8759880065918,55.15156936645508,91.51449584960938,47.02994155883789,44.48454666137695
42,111.809326171875,56.71284484863281,55.09646987915039,91.25745391845703,47.18009948730469,44.07736587524414
43,111.52025604248047,56.581974029541016,54.93826675415039,90.76314544677734,46.72416687011719,44.03899002075195
44,111.3434829711914,56.48100662231445,54.862518310546875,90.45845794677734,46.56229019165039,43.89616775512695
45,111.156982421875,56.36343765258789,54.79354476928711,89.9938735961914,46.05765914916992,43.936214447021484
46,110.90966796875,56.236141204833984,54.673526763916016,89.23290252685547,45.82814025878906,43.404754638671875
47,110.73410034179688,56.13192367553711,54.6021842956543,89.2118148803711,46.0080680847168,43.20375442504883
48,110.53693389892578,56.08419418334961,54.45273208618164,89.11348724365234,45.682342529296875,43.43115234375
49,110.25064086914062,55.90109634399414,54.34952926635742,88.41015625,45.273685455322266,43.136478424072266
50,110.06563568115234,55.76626968383789,54.29936599731445,88.50640106201172,45.08723449707031,43.419158935546875
51,109.94554901123047,55.71726989746094,54.22831726074219,87.19891357421875,44.77894973754883,42.41995620727539
52,109.70015716552734,55.587825775146484,54.11235046386719,87.5723648071289,45.03257751464844,42.539798736572266
53,109.4998779296875,55.509464263916016,53.99044418334961,87.11273193359375,44.886474609375,42.226253509521484
54,109.3506088256836,55.414608001708984,53.936004638671875,86.51929473876953,44.21962356567383,42.2996711730957
55,109.16240692138672,55.371089935302734,53.791324615478516,86.0641860961914,44.37586975097656,41.68831253051758
56,109.0111083984375,55.2648811340332,53.746212005615234,86.1557846069336,44.21989440917969,41.93588638305664
57,108.82984161376953,55.1505126953125,53.67933654785156,86.12893676757812,44.040645599365234,42.08830261230469
58,108.6767807006836,55.079925537109375,53.596832275390625,84.94733428955078,43.84543228149414,41.10190200805664
59,108.47079467773438,55.000057220458984,53.470767974853516,85.47652435302734,43.84553527832031,41.630985260009766
60,108.29865264892578,54.89487075805664,53.40378952026367,85.31391906738281,44.01498031616211,41.2989387512207
61,108.12137603759766,54.839847564697266,53.28153991699219,84.34711456298828,43.49464416503906,40.85247802734375
62,107.98258209228516,54.7165641784668,53.26602554321289,84.00470733642578,43.18940734863281,40.815303802490234
63,107.83678436279297,54.630615234375,53.206146240234375,83.61865234375,43.03765869140625,40.58100128173828
64,107.74629974365234,54.576114654541016,53.170166015625,84.2193374633789,43.320098876953125,40.89924240112305
65,107.51300048828125,54.50711441040039,53.005863189697266,83.7444839477539,42.898372650146484,40.84610366821289
66,107.38790130615234,54.42877197265625,52.95915222167969,83.05591583251953,42.93705368041992,40.11886978149414
67,107.27996826171875,54.3681755065918,52.91176986694336,83.14569854736328,42.903438568115234,40.24225616455078
68,107.10652923583984,54.25210952758789,52.85443115234375,82.6381607055664,42.263790130615234,40.37437057495117
69,106.9584732055664,54.13450241088867,52.824005126953125,82.57010650634766,42.40206527709961,40.168033599853516
70,106.79528045654297,54.120235443115234,52.675048828125,82.33699035644531,42.40208053588867,39.93492126464844
71,106.64310455322266,53.97781753540039,52.66530227661133,81.36969757080078,41.93234634399414,39.43735122680664
72,106.52184295654297,53.9249153137207,52.596920013427734,82.23236083984375,41.81534194946289,40.41701889038086
73,106.45867156982422,53.86092758178711,52.59773254394531,81.34343719482422,41.77212905883789,39.571292877197266
74,106.28463745117188,53.79890060424805,52.48573303222656,81.5871353149414,41.79700469970703,39.79013442993164
75,106.13134765625,53.703060150146484,52.42826461791992,81.58345794677734,41.70270538330078,39.88075256347656
76,106.0614013671875,53.65927505493164,52.40214538574219,81.10395050048828,41.615074157714844,39.48887252807617
77,105.92719268798828,53.59701156616211,52.330169677734375,81.5757064819336,42.012115478515625,39.5635986328125
78,105.78136444091797,53.53213882446289,52.24919509887695,80.65270233154297,41.368247985839844,39.28445053100586
79,105.6246109008789,53.46689224243164,52.1577262878418,79.89627838134766,41.00046157836914,38.89581298828125
80,105.4917984008789,53.38818359375,52.10356521606445,80.16114044189453,41.27763748168945,38.88350296020508
81,105.3916015625,53.33138656616211,52.06022644042969,79.41011810302734,40.79879379272461,38.61132049560547
82,105.3099365234375,53.27861022949219,52.031307220458984,79.10367584228516,40.31324768066406,38.79042434692383
83,105.23247528076172,53.21384048461914,52.01860427856445,79.5582275390625,41.03783416748047,38.5203857421875
84,105.08861541748047,53.12269973754883,51.965911865234375,78.92066955566406,40.44643783569336,38.4742317199707
85,104.94782257080078,53.05751037597656,51.89027786254883,79.48160552978516,40.903263092041016,38.57833480834961
86,104.82707977294922,52.97120666503906,51.855865478515625,78.93486785888672,40.460758209228516,38.47410583496094
87,104.80142211914062,52.97359848022461,51.82783889770508,78.72758483886719,40.35914993286133,38.36843490600586
88,104.68802642822266,52.904727935791016,51.78329849243164,78.68860626220703,39.95164108276367,38.736961364746094
89,104.54196166992188,52.83133316040039,51.710636138916016,78.4518051147461,40.05474090576172,38.39706802368164
90,104.5146255493164,52.79806900024414,51.71656799316406,78.05220794677734,39.66230773925781,38.389896392822266
91,104.41897583007812,52.753265380859375,51.66567611694336,77.62127685546875,39.845027923583984,37.776248931884766
92,104.3152084350586,52.66165542602539,51.65358352661133,77.58844757080078,39.74401092529297,37.84444046020508
93,104.25740814208984,52.64717483520508,51.610233306884766,77.65758514404297,39.78237533569336,37.87520980834961
94,104.13992309570312,52.56147384643555,51.57843017578125,77.42448425292969,39.916725158691406,37.50776290893555
95,104.06395721435547,52.55441665649414,51.50956344604492,77.52668762207031,39.74216079711914,37.78453826904297
96,103.94269561767578,52.46452331542969,51.47818374633789,76.8677749633789,39.40456771850586,37.46320343017578
97,103.88668060302734,52.45466613769531,51.432037353515625,77.2150650024414,39.39479064941406,37.82027053833008
98,103.76770782470703,52.39657974243164,51.37112808227539,77.40056610107422,39.72097396850586,37.67959213256836
99,103.7140884399414,52.36396789550781,51.35009765625,76.65502166748047,38.89788055419922,37.757137298583984
100,103.6673812866211,52.325225830078125,51.34212875366211,76.79476165771484,39.27193832397461,37.52281188964844
101,103.64092254638672,52.3170166015625,51.32390213012695,76.46708679199219,39.23893356323242,37.2281494140625
102,103.52436065673828,52.24769592285156,51.27667236328125,76.29856872558594,38.853424072265625,37.445133209228516
103,103.45071411132812,52.20109176635742,51.24966049194336,76.17066955566406,38.966041564941406,37.204627990722656
104,103.41516876220703,52.20200729370117,51.21316146850586,76.45563507080078,39.24626541137695,37.20937728881836
105,103.37777709960938,52.14669418334961,51.23109817504883,76.34589385986328,39.11228942871094,37.23360824584961
106,103.26547241210938,52.12747573852539,51.13800048828125,76.25288391113281,39.0203742980957,37.232505798339844
107,103.23739624023438,52.082576751708984,51.15481948852539,75.9607162475586,38.85893630981445,37.101783752441406
108,103.0589599609375,51.9818000793457,51.07718276977539,75.6519546508789,38.57096481323242,37.08099365234375
109,103.1055679321289,52.0435905456543,51.06196594238281,75.49805450439453,38.47795486450195,37.02010726928711
110,103.02045440673828,51.944122314453125,51.076297760009766,76.33573913574219,39.10725021362305,37.22849655151367
111,102.97531127929688,51.94413757324219,51.03118896484375,75.59910583496094,38.62672805786133,36.972373962402344
112,102.8526840209961,51.89790725708008,50.95476150512695,75.21416473388672,38.61797332763672,36.596195220947266
113,102.92835235595703,51.9208984375,51.007442474365234,75.82872772216797,38.92530822753906,36.9034309387207
114,102.8383560180664,51.86085891723633,50.97746658325195,75.02922821044922,38.31930160522461,36.70992660522461
115,102.79325103759766,51.83464431762695,50.95860290527344,75.08029174804688,38.48292922973633,36.59736251831055
116,102.65960693359375,51.801448822021484,50.85816955566406,75.5215835571289,38.44086837768555,37.080711364746094
117,102.62506866455078,51.8121223449707,50.812931060791016,75.23684692382812,38.41815948486328,36.81868362426758
118,102.65418243408203,51.77061080932617,50.883575439453125,75.0033187866211,38.55929183959961,36.444026947021484
119,102.53497314453125,51.74351501464844,50.79148864746094,74.69086456298828,38.0440788269043,36.64678192138672
120,102.45806121826172,51.7299690246582,50.72807312011719,74.67229461669922,38.11923599243164,36.55305099487305
121,102.47815704345703,51.681400299072266,50.796722412109375,74.57062530517578,38.43682098388672,36.1338005065918
122,102.37374877929688,51.624019622802734,50.74973678588867,75.35244750976562,38.85645294189453,36.495994567871094
123,102.35321044921875,51.64364242553711,50.7095832824707,75.13648223876953,38.66997146606445,36.466514587402344
124,102.27706909179688,51.6042594909668,50.67280578613281,74.6346435546875,38.17939376831055,36.45524978637695
125,102.21788787841797,51.58631896972656,50.63154983520508,75.14286041259766,38.62623977661133,36.51662826538086
126,102.22306060791016,51.57759475708008,50.645477294921875,73.65853118896484,37.573177337646484,36.08536148071289
127,102.21340942382812,51.55900955200195,50.65438461303711,74.3890380859375,38.12409591674805,36.26493835449219
128,102.1235122680664,51.52197265625,50.601558685302734,73.59912872314453,37.65502166748047,35.94411087036133
129,102.13805389404297,51.54439163208008,50.5936393737793,74.37373352050781,38.09041213989258,36.283329010009766
130,102.08255004882812,51.46937561035156,50.61317825317383,74.2976303100586,38.31452560424805,35.98310089111328
131,102.02275848388672,51.47702407836914,50.54572677612305,74.5323715209961,38.15636444091797,36.37601089477539
132,101.98128509521484,51.45230484008789,50.52894973754883,74.2824935913086,38.202247619628906,36.08024597167969
133,101.86456298828125,51.37063980102539,50.49392318725586,74.14661407470703,37.81006622314453,36.33654022216797
134,101.87012481689453,51.39250564575195,50.47764205932617,73.86217498779297,37.9006233215332,35.9615592956543
135,101.80135345458984,51.3919563293457,50.409358978271484,73.92798614501953,37.986942291259766,35.94104766845703
136,101.77371215820312,51.37526321411133,50.39847946166992,74.09410095214844,38.27231979370117,35.821773529052734
137,101.75961303710938,51.385498046875,50.374114990234375,73.60619354248047,38.137081146240234,35.4691162109375
138,101.68417358398438,51.33073806762695,50.35345458984375,73.25689697265625,37.574954986572266,35.68193435668945
139,101.6365966796875,51.32872009277344,50.3078727722168,73.23436737060547,37.7438850402832,35.490478515625
140,101.59326934814453,51.30157470703125,50.291690826416016,73.35391235351562,37.70901870727539,35.644893646240234
141,101.60021209716797,51.2924690246582,50.3077392578125,73.86823272705078,38.059757232666016,35.808475494384766
142,101.50525665283203,51.24546813964844,50.25981521606445,73.4421615600586,37.93734359741211,35.504817962646484
143,101.51424407958984,51.260868072509766,50.25339126586914,73.33036041259766,37.60676193237305,35.72359848022461
144,101.39984893798828,51.220829010009766,50.17898941040039,72.8667221069336,37.32371139526367,35.54301834106445
145,101.40306854248047,51.22153854370117,50.18150329589844,74.00401306152344,38.67546463012695,35.328556060791016
146,101.36217498779297,51.18416213989258,50.178035736083984,73.34393310546875,37.91385269165039,35.43008041381836
147,101.3080825805664,51.16987228393555,50.13822937011719,72.49400329589844,37.30510330200195,35.188899993896484
148,101.2330551147461,51.134403228759766,50.09869384765625,72.9046859741211,37.592559814453125,35.3121223449707
149,101.25963592529297,51.18739700317383,50.07223129272461,72.79290008544922,37.40385055541992,35.3890380859375
